id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
17	kapolowicz (2022)	"<table><tr><td>Authors:</td><td>kapolowicz, michelle r.; guest, daniel r.; montazeri, vahid; baese-berk, melissa m.; assmann, peter f.</td></tr><tr><td>Title:</td><td>effects of spectral envelope and fundamental frequency shifts on the perception of foreign-accented speech</td></tr><tr><td>Source:</td><td>language and speech, 65(2), 418-443</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1177/00238309211029679	-1.0365	0.1896	3	1	1	0.2195	2022	1	0.2195
18	seaborn (2021)	"<table><tr><td>Authors:</td><td>seaborn, katie; miyake, norihisa p.; pennefather, peter; otake-matsuura, mihoko</td></tr><tr><td>Title:</td><td>voice in human-agent interaction: a survey</td></tr><tr><td>Source:</td><td>acm computing surveys, 54(4)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1145/3386867	0.6076	-0.2909	1	6	40	2.0126	2021	40	2.0126
19	rodero (2021)	"<table><tr><td>Authors:</td><td>rodero, emma; lucas, ignacio</td></tr><tr><td>Title:</td><td>synthetic versus human voices in audiobooks: the human emotional intimacy effect</td></tr><tr><td>Source:</td><td>new media & society</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1177/14614448211024142	-0.1885	0.4992	4	2	4	0.2013	2021	4	0.2013
20	birkholz (2021)	"<table><tr><td>Authors:</td><td>birkholz, peter; drechsel, susanne</td></tr><tr><td>Title:</td><td>effects of the piriform fossae, transvelar acoustic coupling, and laryngeal wall vibration on the naturalness of articulatory speech synthesis</td></tr><tr><td>Source:</td><td>speech communication, 132, 96-105</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.specom.2021.06.002	0.5976	0.7924	5	1	5	0.2516	2021	5	0.2516
21	lu (2021)	"<table><tr><td>Authors:</td><td>lu, lu; zhang, pei; zhang, tingting (christina)</td></tr><tr><td>Title:</td><td>leveraging ""<i>human</i>-<i>likeness</i>"" of robotic service at restaurants</td></tr><tr><td>Source:</td><td>international journal of hospitality management, 94</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.ijhm.2020.102823	0.5745	-0.7446	6	1	72	3.6226	2021	72	3.6226
22	hu (2021)	"<table><tr><td>Authors:</td><td>hu, peng; lu, yaobin; gong, yeming (yale)</td></tr><tr><td>Title:</td><td>dual humanness and trust in conversational ai: a person-centered approach</td></tr><tr><td>Source:</td><td>computers in human behavior, 119</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.chb.2021.106727	0.6251	-0.7216	6	1	25	1.2579	2021	25	1.2579
23	euler (2021)	"<table><tr><td>Authors:</td><td>euler, harald a.; merkel, anna; hente, katja; neef, nicole; von gudenberg, alexander wolff; neumann, katrin</td></tr><tr><td>Title:</td><td>speech restructuring group treatment for 6-to-9-year-old children who stutter: a therapeutic trial</td></tr><tr><td>Source:</td><td>journal of communication disorders, 89</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.jcomdis.2020.106073	-1.0718	-0.05	3	1	3	0.1509	2021	3	0.1509
24	kuehne (2020)	"<table><tr><td>Authors:</td><td>kuehne, katharina; fischer, martin h.; zhou, yuefang</td></tr><tr><td>Title:</td><td>the human takes it all: humanlike synthesized voices are perceived as less eerie and more likable. evidence from a subjective ratings study</td></tr><tr><td>Source:</td><td>frontiers in neurorobotics, 14</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3389/fnbot.2020.593732	0.414	0.4326	5	9	25	1.9481	2020	25	1.9481
25	merritt (2020)	"<table><tr><td>Authors:</td><td>merritt, brandon; bent, tessa</td></tr><tr><td>Title:</td><td>perceptual evaluation of speech naturalness in speakers of varying gender identities</td></tr><tr><td>Source:</td><td>journal of speech language and hearing research, 63(7), 2054-2069</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1044/2020_jslhr-19-00337	-0.7737	0.1012	3	6	5	0.3896	2020	5	0.3896
26	aylett (2020)	"<table><tr><td>Authors:</td><td>aylett, matthew p.; vinciarelli, alessandro; wester, mirjam</td></tr><tr><td>Title:</td><td>speech synthesis for the generation of artificial personality</td></tr><tr><td>Source:</td><td>ieee transactions on affective computing, 11(2), 361-372</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/taffc.2017.2763134	0.4828	0.4958	5	1	14	1.0909	2020	14	1.0909
27	hardy (2020)	"<table><tr><td>Authors:</td><td>hardy, teresa l. d.; rieger, jana m.; wells, kristopher; boliek, carol a.</td></tr><tr><td>Title:</td><td>acoustic predictors of gender attribution, masculinity -femininity, and vocal naturalness ratings amongst transgender and cisgender speakers</td></tr><tr><td>Source:</td><td>journal of voice, 34(2)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.jvoice.2018.10.002	-0.5239	0.3821	4	2	20	1.5584	2020	20	1.5584
29	klopfenstein (2020)	"<table><tr><td>Authors:</td><td>klopfenstein, marie; bernard, kelsey; heyman, claire</td></tr><tr><td>Title:</td><td>the study of speech naturalness in communication disorders: a systematic review of the literature</td></tr><tr><td>Source:</td><td>clinical linguistics & phonetics, 34(4), 327-338</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1080/02699206.2019.1652692	-0.8175	-0.2781	2	6	11	0.8571	2020	11	0.8571
34	baird (2018)	"<table><tr><td>Authors:</td><td>baird, alice; jorgensen, stina hasse; parada-cabaleiro, emilia; cummins, nicholas; hantke, simone; schuller, bjoern</td></tr><tr><td>Title:</td><td>the perception of vocal traits in synthesized voices: age, gender, and human likeness</td></tr><tr><td>Source:</td><td>journal of the audio engineering society, 66(4), 277-285</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.17743/jaes.2018.0023	0.3593	-0.5216	6	4	11	2.0625	2018	11	2.0625
36	rodero (2017)	"<table><tr><td>Authors:</td><td>rodero, emma</td></tr><tr><td>Title:</td><td>effectiveness, attention, and recall of human and artificial voices in an advertising story. prosody influence and functions of voices</td></tr><tr><td>Source:</td><td>computers in human behavior, 77, 336-346</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.chb.2017.08.044	-0.0856	0.4326	4	3	7	0.4828	2017	7	0.4828
37	yamasaki (2017)	"<table><tr><td>Authors:</td><td>yamasaki, rosiane; montagnoli, arlindo; murano, emi z.; gebrim, eloisa; hachiya, adriana; lopes da silva, jorge vicente; behlau, mara; tsuji, domingos</td></tr><tr><td>Title:</td><td>perturbation measurements on the degree of naturalness of synthesized vowels</td></tr><tr><td>Source:</td><td>journal of voice, 31(3)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.jvoice.2016.09.020	-0.2738	-0.3097	8	1	2	0.1379	2017	2	0.1379
38	birkholz (2017)	"<table><tr><td>Authors:</td><td>birkholz, peter; martin, lucia; xu, yi; scherbaum, stefan; neuschaefer-rube, christiane</td></tr><tr><td>Title:</td><td>manipulation of the prosodic features of vocal tract length, nasality and articulatory precision using articulatory synthesis</td></tr><tr><td>Source:</td><td>computer speech and language, 41, 116-127</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.csl.2016.06.004	0.5815	0.7611	5	2	15	1.0345	2017	15	1.0345
39	kuriki (2016)	"<table><tr><td>Authors:</td><td>kuriki, shinji; tamura, yuri; igarashi, miki; kato, nobumasa; nakano, tamami</td></tr><tr><td>Title:</td><td>similar impressions of humanness for human and artificial singing voices in autism spectrum disorders</td></tr><tr><td>Source:</td><td>cognition, 153, 1-5</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.cognition.2016.04.004	-0.3938	0.7253	4	1	12	0.4286	2016	12	0.4286
40	crumpton (2016)	"<table><tr><td>Authors:</td><td>crumpton, joe; bethel, cindy l.</td></tr><tr><td>Title:</td><td>a survey of using vocal prosody to convey emotion in robot speech</td></tr><tr><td>Source:</td><td>international journal of social robotics, 8(2), 271-285</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1007/s12369-015-0329-4	0.5529	-0.2027	7	3	53	1.8929	2016	53	1.8929
41	goy (2016)	"<table><tr><td>Authors:</td><td>goy, huiwen; pichora-fuller, m. kathleen; van lieshout, pascal</td></tr><tr><td>Title:</td><td>effects of age on speech and voice quality ratings</td></tr><tr><td>Source:</td><td>journal of the acoustical society of america, 139(4), 1648-1659</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1121/1.4945094	0.4037	0.5231	5	1	19	0.6786	2016	19	0.6786
42	klopfenstein (2015)	"<table><tr><td>Authors:</td><td>klopfenstein, marie</td></tr><tr><td>Title:</td><td>relationship between acoustic measures and speech naturalness ratings in parkinson's disease: a within-speaker approach</td></tr><tr><td>Source:</td><td>clinical linguistics & phonetics, 29(12), 938-954</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.3109/02699206.2015.1081293	-0.9037	0.0632	3	2	7	0.3684	2015	7	0.3684
44	anand (2015)	"<table><tr><td>Authors:</td><td>anand, supraja; stepp, cara e.</td></tr><tr><td>Title:</td><td>listener perception of monopitch, naturalness, and intelligibility for speakers with parkinson's disease</td></tr><tr><td>Source:</td><td>journal of speech language and hearing research, 58(4), 1134-1144</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1044/2015_jslhr-s-14-0243	-0.7253	-0.286	2	5	41	2.1579	2015	41	2.1579
45	tamura (2015)	"<table><tr><td>Authors:</td><td>tamura, yuri; kuriki, shinji; nakano, tamami</td></tr><tr><td>Title:</td><td>involvement of the left insula in the ecological validity of the human voice</td></tr><tr><td>Source:</td><td>scientific reports, 5</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1038/srep08799	-0.381	0.6918	4	2	6	0.3158	2015	6	0.3158
46	ilves (2013)	"<table><tr><td>Authors:</td><td>ilves, mirja; surakka, veikko</td></tr><tr><td>Title:</td><td>subjective responses to synthesised speech with lexical emotional content: the effect of the naturalness of the synthetic voice</td></tr><tr><td>Source:</td><td>behaviour & information technology, 32(2), 117-131</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1080/0144929x.2012.702285	0.3212	-0.0116	1	2	8	1	2013	8	1
47	tamagawa (2011)	"<table><tr><td>Authors:</td><td>tamagawa, rie; watson, catherine i.; kuo, i. han; macdonald, bruce a.; broadbent, elizabeth</td></tr><tr><td>Title:</td><td>the effects of synthesized voice accents on user perceptions of robots</td></tr><tr><td>Source:</td><td>international journal of social robotics, 3(3), 253-262</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1007/s12369-011-0100-4	0.577	-0.6841	6	4	60	0.8738	2011	60	0.8738
48	mayo (2011)	"<table><tr><td>Authors:</td><td>mayo, catherine; clark, robert a. j.; king, simon</td></tr><tr><td>Title:</td><td>listeners' weighting of acoustic cues to synthetic speech naturalness: a multidimensional scaling analysis</td></tr><tr><td>Source:</td><td>speech communication, 53(3), 311-326</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.specom.2010.10.003	-0.1077	0.3312	4	2	20	0.2913	2011	20	0.2913
49	mitchell (2011)	"<table><tr><td>Authors:</td><td>mitchell, wade j.; szerszen, kevin a., sr.; lu, amy shirong; schermerhorn, paul w.; scheutz, matthias; macdorman, karl f.</td></tr><tr><td>Title:</td><td>a mismatch in the human realism of face and voice produces an uncanny valley</td></tr><tr><td>Source:</td><td>i-perception, 2(1), 10-12</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1068/i0415	0.8176	-0.0202	7	7	126	1.835	2011	126	1.835
50	lee (2010)	"<table><tr><td>Authors:</td><td>lee, eun-ju</td></tr><tr><td>Title:</td><td>the more humanlike, the better? how speech type and users' cognitive style affect social responses to computers</td></tr><tr><td>Source:</td><td>computers in human behavior, 26(4), 665-672</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.chb.2010.01.003	0.9393	-0.1822	1	1	45	1	2010	45	1
51	eadie (2008)	"<table><tr><td>Authors:</td><td>eadie, tanya l.; doyle, tphilip c.; hansen, kerry; beaudin, tpaul g.</td></tr><tr><td>Title:</td><td>influence of speaker gender on listener judgments of tracheoesophageal speech</td></tr><tr><td>Source:</td><td>journal of voice, 22(1), 43-57</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/10.1016/j.jvoice.2006.08.008	-0.8581	-0.4047	2	2	11	1	2008	11	1
52	gong (2007)	"<table><tr><td>Authors:</td><td>gong, li; nass, clifford</td></tr><tr><td>Title:</td><td>when a talking-face computer agent is half-human and half-humanoid: human identity and consistency preference</td></tr><tr><td>Source:</td><td>human communication research, 33(2), 163-193</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1111/j.1468-2958.2007.00295.x	0.738	-0.0978	1	4	75	1	2007	75	1
53	meltzner (2005)	"<table><tr><td>Authors:</td><td>meltzner, gs; hillman, re</td></tr><tr><td>Title:</td><td>impact of aberrant acoustic properties on the perception of sound quality in electrolarynx speech</td></tr><tr><td>Source:</td><td>journal of speech language and hearing research, 48(4), 766-779</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"	https://doi.org/10.1044/1092-4388(2005/053)	-0.7937	-0.4044	2	3	40	1.7391	2005	40	1.7391
54	coughlin-woods (2005)	"<table><tr><td>Authors:</td><td>coughlin-woods, s; lehman, me; cooke, pa</td></tr><tr><td>Title:</td><td>ratings of speech naturalness of children ages 8-16 years</td></tr><tr><td>Source:</td><td>perceptual and motor skills, 100(2), 295-304</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"		-0.8016	-0.0698	3	4	6	0.2609	2005	6	0.2609
56	eadie (2002)	"<table><tr><td>Authors:</td><td>eadie, tl; doyle, pc</td></tr><tr><td>Title:</td><td>direct magnitude estimation and interval scaling of naturalness and severity in tracheoesophageal (te) speakers</td></tr><tr><td>Source:</td><td>journal of speech language and hearing research, 45(6), 1088-1096</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"	https://doi.org/10.1044/1092-4388(2002/087)	-0.7868	-0.1523	2	5	32	1	2002	32	1
57	alku (1999)	"<table><tr><td>Authors:</td><td>alku, p; tiitinen, h; näätänen, r</td></tr><tr><td>Title:</td><td>a method for generating natural-sounding speech stimuli for cognitive brain research</td></tr><tr><td>Source:</td><td>clinical neurophysiology, 110(8), 1329-1333</td></tr><tr><td>Year:</td><td>1999</td></tr></table>"	https://doi.org/10.1016/s1388-2457(99)00088-7	0.2295	-0.5008	6	2	113	1	1999	113	1
58	mackey (1997)	"<table><tr><td>Authors:</td><td>mackey, ls; finn, p; ingham, rj</td></tr><tr><td>Title:</td><td>effect of speech dialect on speech naturalness ratings: a systematic replication of martin, haroldson, and triden (1984)</td></tr><tr><td>Source:</td><td>journal of speech language and hearing research, 40(2), 349-360</td></tr><tr><td>Year:</td><td>1997</td></tr></table>"	https://doi.org/10.1044/jslhr.4002.349	-0.9815	0.154	3	4	20	1	1997	20	1
59	burton (1995)	"<table><tr><td>Authors:</td><td>burton, mw; blumstein, se</td></tr><tr><td>Title:</td><td>lexical effects on phonetic categorization - the role of stimulus naturalness and stimulus quality</td></tr><tr><td>Source:</td><td>journal of experimental psychology-human perception and performance, 21(5), 1230-1235</td></tr><tr><td>Year:</td><td>1995</td></tr></table>"	https://doi.org/10.1037/0096-1523.21.5.1230	-0.1733	-0.3131	8	1	16	1	1995	16	1
60	yorkston (1990)	"<table><tr><td>Authors:</td><td>yorkston, km; hammen, vl; beukelman, dr; traynor, cd</td></tr><tr><td>Title:</td><td>the effect of rate control on the intelligibility and naturalness of dysarthric speech</td></tr><tr><td>Source:</td><td>journal of speech and hearing disorders, 55(3), 550-560</td></tr><tr><td>Year:</td><td>1990</td></tr></table>"	https://doi.org/10.1044/jshd.5503.550	-0.6515	-0.3786	2	3	106	1	1990	106	1
61	martin (1984)	"<table><tr><td>Authors:</td><td>martin, rr; haroldson, sk; triden, ka</td></tr><tr><td>Title:</td><td>stuttering and speech naturalness</td></tr><tr><td>Source:</td><td>journal of speech and hearing disorders, 49(1), 53-58</td></tr><tr><td>Year:</td><td>1984</td></tr></table>"	https://doi.org/10.1044/jshd.4901.53	-0.9665	-0.0395	3	7	171	1	1984	171	1
