id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
13	nusbaum (1995)	"<table><tr><td>Authors:</td><td>nusbaum, howard c; francis, alexander l; henly, anne s</td></tr><tr><td>Title:</td><td>measuring the naturalness of synthetic speech</td></tr><tr><td>Source:</td><td>international journal of speech technology,, 1, 7-19</td></tr><tr><td>Year:</td><td>1995</td></tr></table>"	https://doi.org/10.1007/bf02277176	-0.2373	0.1864	3	4	0	0	1995	0	0
14	parmar (2022a)	"<table><tr><td>Authors:</td><td>parmar, dhaval; olafsson, stefan; utami, dina; murali, prasanth; bickmore, timothy</td></tr><tr><td>Title:</td><td>designing empathic virtual agents: manipulating animation, voice, rendering, and empathy to create persuasive agents</td></tr><tr><td>Source:</td><td>autonomous agents and multi-agent systems, 36(1)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1007/s10458-021-09539-1	-0.8751	-0.6048	5	2	0	0	2022	0	0
15	ratcliff (2002)	"<table><tr><td>Authors:</td><td>ratcliff, ann; coughlin, sue; lehman, mark</td></tr><tr><td>Title:</td><td>factors influencing ratings of speech naturalness in augmentative and alternative communication</td></tr><tr><td>Source:</td><td>augmentative and alternative communication, 18(1), 11-19</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"	https://doi.org/10.1080/aac.18.1.11.19	0.3355	0.5358	1	4	0	0	2002	0	0
16	romportl (2014)	"<table><tr><td>Authors:</td><td>romportl, jan</td></tr><tr><td>Title:</td><td>speech synthesis and uncanny valley</td></tr><tr><td>Source:</td><td>international conference on text, speech, and dialogue, 595-602</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1007/978-3-319-10816-2_72	-0.618	0.0083	6	4	0	0	2014	0	0
17	urakami (2020)	"<table><tr><td>Authors:</td><td>urakami, jaqueline; sutthithatip, sujitra; moore, billie akwa</td></tr><tr><td>Title:</td><td>the effect of naturalness of voice and empathic responses on enjoyment, attitudes and motivation for interacting with a voice user interface</td></tr><tr><td>Source:</td><td>human-computer interaction. multimodal and natural interaction: thematic area, hci 2020, 12182, 244-259</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1007/978-3-030-49062-1_17	-0.4805	-0.0685	8	3	0	0	2020	0	0
18	velner (2020)	"<table><tr><td>Authors:</td><td>velner, ella; boersma, paul p g; de graaf, maartje m a</td></tr><tr><td>Title:</td><td>intonation in robot speech: does it work the same as with people?</td></tr><tr><td>Source:</td><td>hri '20: proceedings of the 2020 acm/ieee international conference on human-robot interaction, 569-578</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1145/3319502.3374801	-0.8464	0.2191	7	1	0	0	2020	0	0
19	kreiman (2011)	"<table><tr><td>Authors:</td><td>kreiman, jody; sidtis, diana</td></tr><tr><td>Title:</td><td>foundations of voice studies: an interdisciplinary approach to voice production and perception</td></tr><tr><td>Source:</td><td>fdn voice studies in, (1)</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1002/9781444395068	1.0424	-0.1198	9	4	0	0	2011	0	0
20	lavan (2023)	"<table><tr><td>Authors:</td><td>lavan, nadine; mcgettigan, carolyn</td></tr><tr><td>Title:</td><td>a model for person perception from familiar and unfamiliar voices</td></tr><tr><td>Source:</td><td>communications psychology, 1</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1038/s44271-023-00001-4	1.0946	-0.1782	9	2	0	0	2023	0	0
21	miller (2023)	"<table><tr><td>Authors:</td><td>miller, elizabeth j.; foo, yong zhi; mewton, paige; dawel, amy</td></tr><tr><td>Title:</td><td>how do people respond to computer-generated versus human faces? a systematic review and meta-analyses</td></tr><tr><td>Source:</td><td>computers in human behavior reports, 10</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.chbr.2023.100283	-0.888	-0.6208	5	1	3	2	2023	3	2
22	nussbaum (2023)	"<table><tr><td>Authors:</td><td>nussbaum, christine; poehlmann, manuel; kreysa, helene; schweinberger, stefan r.</td></tr><tr><td>Title:</td><td>perceived naturalness of emotional voice morphs</td></tr><tr><td>Source:</td><td>cognition & emotion, 37(4), 731-747</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1080/02699931.2023.2200920	0.079	0.0983	3	21	2	1.3333	2023	2	1.3333
23	im (2023)	"<table><tr><td>Authors:</td><td>im, hyunjoo; sung, billy; lee, garim; kok, keegan qi xian</td></tr><tr><td>Title:</td><td>let voice assistants sound like a machine: voice and task type effects on perceived fluency, competence, and consumer attitude</td></tr><tr><td>Source:</td><td>computers in human behavior, 145</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.chb.2023.107791	-0.5014	0.0336	8	6	4	2.6667	2023	4	2.6667
24	ko (2023)	"<table><tr><td>Authors:</td><td>ko, sangjin; barnes, jaclyn; dong, jiayuan; park, chung hyuk; howard, ayanna; jeon, myounghoon</td></tr><tr><td>Title:</td><td>the effects of robot voices and appearances on users' emotion recognition and subjective perception</td></tr><tr><td>Source:</td><td>international journal of humanoid robotics, 20(01)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1142/s0219843623500019	1.2005	-0.5267	2	1	1	0.6667	2023	1	0.6667
26	li (2023)	"<table><tr><td>Authors:</td><td>li, mingming; guo, fu; wang, xueshuang; chen, jiahao; ham, jaap</td></tr><tr><td>Title:</td><td>effects of robot gaze and voice human-likeness on users' subjective perception, visual attention, and cerebral activity in voice conversations</td></tr><tr><td>Source:</td><td>computers in human behavior, 141</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.chb.2022.107645	-0.8367	-0.0312	8	6	2	1.3333	2023	2	1.3333
27	shiramizu (2022)	"<table><tr><td>Authors:</td><td>shiramizu, victor kenji m.; lee, anthony j.; altenburg, daria; feinberg, david r.; jones, benedict c.</td></tr><tr><td>Title:</td><td>the role of valence, dominance, and pitch in perceptions of artificial intelligence (ai) conversational agents' voices</td></tr><tr><td>Source:</td><td>scientific reports, 12(1)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1038/s41598-022-27124-8	-0.9645	-0.1716	4	1	0	0	2022	0	0
28	duville (2022)	"<table><tr><td>Authors:</td><td>duville, mathilde marie; alonso-valerdi, luz maria; ibarra-zarate, david i. i.</td></tr><tr><td>Title:</td><td>neuronal and behavioral affective perceptions of human and naturalness-reduced emotional prosodies</td></tr><tr><td>Source:</td><td>frontiers in computational neuroscience, 16</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.3389/fncom.2022.1022787	-0.1215	0.4694	3	5	1	0.1549	2022	1	0.1549
29	abdulrahman (2022)	"<table><tr><td>Authors:</td><td>abdulrahman, amal; richards, deborah</td></tr><tr><td>Title:</td><td>is natural necessary? human voice versus synthetic voice for intelligent virtual agents</td></tr><tr><td>Source:</td><td>multimodal technologies and interaction, 6(7)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.3390/mti6070051	-0.8179	-0.2543	4	5	4	0.6197	2022	4	0.6197
30	schreibelmayr (2022)	"<table><tr><td>Authors:</td><td>schreibelmayr, simon; mara, martina</td></tr><tr><td>Title:</td><td>robot voices in daily life: vocal human-likeness and application context as determinants of user acceptance</td></tr><tr><td>Source:</td><td>frontiers in psychology, 13</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.3389/fpsyg.2022.787499	-0.6248	-0.0444	8	8	8	1.2394	2022	8	1.2394
31	higgins (2022)	"<table><tr><td>Authors:</td><td>higgins, darragh; zibrek, katja; cabral, joao; egan, donal; mcdonnell, rachel</td></tr><tr><td>Title:</td><td>sympathy for the digital: influence of synthetic voice on affinity, social presence and empathy for photorealistic virtual humans</td></tr><tr><td>Source:</td><td>computers & graphics-uk, 104, 116-128</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.cag.2022.03.009	-0.7675	-0.1414	4	6	12	1.8592	2022	12	1.8592
33	parmar (2022b)	"<table><tr><td>Authors:</td><td>parmar, dhaval; olafsson, stefan; utami, dina; murali, prasanth; bickmore, timothy</td></tr><tr><td>Title:</td><td>designing empathic virtual agents: manipulating animation, voice, rendering, and empathy to create persuasive agents</td></tr><tr><td>Source:</td><td>autonomous agents and multi-agent systems, 36(1)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1007/s10458-021-09539-1	-0.7088	-0.4194	5	1	3	0.4648	2022	3	0.4648
35	abur (2021)	"<table><tr><td>Authors:</td><td>abur, defne; subaciute, austeja; daliri, ayoub; lester-smith, rosemary a.; lupiani, ashling a.; cilento, dante; enos, nicole m.; weerathunge, hasini r.; tardif, monique c.; stepp, cara e.</td></tr><tr><td>Title:</td><td>feedback and feedforward auditory-motor processes for voice and articulation in parkinson's disease</td></tr><tr><td>Source:</td><td>journal of speech language and hearing research, 64(12), 4682-4694</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1044/2021_jslhr-21-00153	0.3879	0.2969	1	2	9	0.5531	2021	9	0.5531
37	kapolowicz (2022)	"<table><tr><td>Authors:</td><td>kapolowicz, michelle r.; guest, daniel r.; montazeri, vahid; baese-berk, melissa m.; assmann, peter f.</td></tr><tr><td>Title:</td><td>effects of spectral envelope and fundamental frequency shifts on the perception of foreign-accented speech</td></tr><tr><td>Source:</td><td>language and speech, 65(2), 418-443</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1177/00238309211029679	0.9085	0.0767	9	3	1	0.1549	2022	1	0.1549
38	seaborn (2021)	"<table><tr><td>Authors:</td><td>seaborn, katie; miyake, norihisa p.; pennefather, peter; otake-matsuura, mihoko</td></tr><tr><td>Title:</td><td>voice in human-agent interaction: a survey</td></tr><tr><td>Source:</td><td>acm computing surveys, 54(4)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1145/3386867	-0.5886	-0.2562	4	8	40	2.4581	2021	40	2.4581
39	rodero (2021)	"<table><tr><td>Authors:</td><td>rodero, emma; lucas, ignacio</td></tr><tr><td>Title:</td><td>synthetic versus human voices in audiobooks: the human emotional intimacy effect</td></tr><tr><td>Source:</td><td>new media & society</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1177/14614448211024142	-0.1821	0.4045	3	2	4	0.2458	2021	4	0.2458
40	birkholz (2021)	"<table><tr><td>Authors:</td><td>birkholz, peter; drechsel, susanne</td></tr><tr><td>Title:</td><td>effects of the piriform fossae, transvelar acoustic coupling, and laryngeal wall vibration on the naturalness of articulatory speech synthesis</td></tr><tr><td>Source:</td><td>speech communication, 132, 96-105</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.specom.2021.06.002	-1.0818	0.4108	7	1	5	0.3073	2021	5	0.3073
41	lu (2021)	"<table><tr><td>Authors:</td><td>lu, lu; zhang, pei; zhang, tingting (christina)</td></tr><tr><td>Title:</td><td>leveraging ""<i>human</i>-<i>likeness</i>"" of robotic service at restaurants</td></tr><tr><td>Source:</td><td>international journal of hospitality management, 94</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.ijhm.2020.102823	-0.4781	-0.5947	5	1	72	4.4246	2021	72	4.4246
42	hu (2021)	"<table><tr><td>Authors:</td><td>hu, peng; lu, yaobin; gong, yeming (yale)</td></tr><tr><td>Title:</td><td>dual humanness and trust in conversational ai: a person-centered approach</td></tr><tr><td>Source:</td><td>computers in human behavior, 119</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.chb.2021.106727	-0.5106	-0.6014	5	1	25	1.5363	2021	25	1.5363
43	euler (2021)	"<table><tr><td>Authors:</td><td>euler, harald a.; merkel, anna; hente, katja; neef, nicole; von gudenberg, alexander wolff; neumann, katrin</td></tr><tr><td>Title:</td><td>speech restructuring group treatment for 6-to-9-year-old children who stutter: a therapeutic trial</td></tr><tr><td>Source:</td><td>journal of communication disorders, 89</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.jcomdis.2020.106073	0.592	0.5599	1	1	3	0.1844	2021	3	0.1844
44	kuehne (2020)	"<table><tr><td>Authors:</td><td>kuehne, katharina; fischer, martin h.; zhou, yuefang</td></tr><tr><td>Title:</td><td>the human takes it all: humanlike synthesized voices are perceived as less eerie and more likable. evidence from a subjective ratings study</td></tr><tr><td>Source:</td><td>frontiers in neurorobotics, 14</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3389/fnbot.2020.593732	-0.7536	0.1838	7	16	25	1.4803	2020	25	1.4803
45	merritt (2020)	"<table><tr><td>Authors:</td><td>merritt, brandon; bent, tessa</td></tr><tr><td>Title:</td><td>perceptual evaluation of speech naturalness in speakers of varying gender identities</td></tr><tr><td>Source:</td><td>journal of speech language and hearing research, 63(7), 2054-2069</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1044/2020_jslhr-19-00337	0.4789	0.4304	1	6	5	0.2961	2020	5	0.2961
46	aylett (2020)	"<table><tr><td>Authors:</td><td>aylett, matthew p.; vinciarelli, alessandro; wester, mirjam</td></tr><tr><td>Title:</td><td>speech synthesis for the generation of artificial personality</td></tr><tr><td>Source:</td><td>ieee transactions on affective computing, 11(2), 361-372</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/taffc.2017.2763134	-0.8386	0.2762	7	1	14	0.8289	2020	14	0.8289
47	hardy (2020)	"<table><tr><td>Authors:</td><td>hardy, teresa l. d.; rieger, jana m.; wells, kristopher; boliek, carol a.</td></tr><tr><td>Title:</td><td>acoustic predictors of gender attribution, masculinity -femininity, and vocal naturalness ratings amongst transgender and cisgender speakers</td></tr><tr><td>Source:</td><td>journal of voice, 34(2)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.jvoice.2018.10.002	0.2172	0.5078	1	3	20	1.1842	2020	20	1.1842
49	klopfenstein (2020)	"<table><tr><td>Authors:</td><td>klopfenstein, marie; bernard, kelsey; heyman, claire</td></tr><tr><td>Title:</td><td>the study of speech naturalness in communication disorders: a systematic review of the literature</td></tr><tr><td>Source:</td><td>clinical linguistics & phonetics, 34(4), 327-338</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1080/02699206.2019.1652692	0.4025	0.4572	1	8	11	0.6513	2020	11	0.6513
54	baird (2018b)	"<table><tr><td>Authors:</td><td>baird, alice; jorgensen, stina hasse; parada-cabaleiro, emilia; cummins, nicholas; hantke, simone; schuller, bjoern</td></tr><tr><td>Title:</td><td>the perception of vocal traits in synthesized voices: age, gender, and human likeness</td></tr><tr><td>Source:</td><td>journal of the audio engineering society, 66(4), 277-285</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.17743/jaes.2018.0023	-0.2385	-0.2385	6	8	11	2.75	2018	11	2.75
56	rodero (2017)	"<table><tr><td>Authors:</td><td>rodero, emma</td></tr><tr><td>Title:</td><td>effectiveness, attention, and recall of human and artificial voices in an advertising story. prosody influence and functions of voices</td></tr><tr><td>Source:</td><td>computers in human behavior, 77, 336-346</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.chb.2017.08.044	-0.2207	0.3205	3	4	7	0.1914	2017	7	0.1914
57	yamasaki (2017)	"<table><tr><td>Authors:</td><td>yamasaki, rosiane; montagnoli, arlindo; murano, emi z.; gebrim, eloisa; hachiya, adriana; lopes da silva, jorge vicente; behlau, mara; tsuji, domingos</td></tr><tr><td>Title:</td><td>perturbation measurements on the degree of naturalness of synthesized vowels</td></tr><tr><td>Source:</td><td>journal of voice, 31(3)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.jvoice.2016.09.020	-0.1764	0.1709	3	2	2	0.0547	2017	2	0.0547
58	birkholz (2017)	"<table><tr><td>Authors:</td><td>birkholz, peter; martin, lucia; xu, yi; scherbaum, stefan; neuschaefer-rube, christiane</td></tr><tr><td>Title:</td><td>manipulation of the prosodic features of vocal tract length, nasality and articulatory precision using articulatory synthesis</td></tr><tr><td>Source:</td><td>computer speech and language, 41, 116-127</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.csl.2016.06.004	-1.0655	0.3996	7	2	15	0.4102	2017	15	0.4102
59	kuriki (2016)	"<table><tr><td>Authors:</td><td>kuriki, shinji; tamura, yuri; igarashi, miki; kato, nobumasa; nakano, tamami</td></tr><tr><td>Title:</td><td>similar impressions of humanness for human and artificial singing voices in autism spectrum disorders</td></tr><tr><td>Source:</td><td>cognition, 153, 1-5</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.cognition.2016.04.004	-0.1459	0.6036	3	1	12	0.2871	2016	12	0.2871
60	crumpton (2016)	"<table><tr><td>Authors:</td><td>crumpton, joe; bethel, cindy l.</td></tr><tr><td>Title:</td><td>a survey of using vocal prosody to convey emotion in robot speech</td></tr><tr><td>Source:</td><td>international journal of social robotics, 8(2), 271-285</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1007/s12369-015-0329-4	-0.4728	-0.2701	4	3	53	1.2679	2016	53	1.2679
61	goy (2016)	"<table><tr><td>Authors:</td><td>goy, huiwen; pichora-fuller, m. kathleen; van lieshout, pascal</td></tr><tr><td>Title:</td><td>effects of age on speech and voice quality ratings</td></tr><tr><td>Source:</td><td>journal of the acoustical society of america, 139(4), 1648-1659</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1121/1.4945094	-0.7808	0.2699	7	1	19	0.4545	2016	19	0.4545
62	klopfenstein (2015)	"<table><tr><td>Authors:</td><td>klopfenstein, marie</td></tr><tr><td>Title:</td><td>relationship between acoustic measures and speech naturalness ratings in parkinson's disease: a within-speaker approach</td></tr><tr><td>Source:</td><td>clinical linguistics & phonetics, 29(12), 938-954</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.3109/02699206.2015.1081293	0.5541	0.4677	1	2	7	0.1178	2015	7	0.1178
64	anand (2015)	"<table><tr><td>Authors:</td><td>anand, supraja; stepp, cara e.</td></tr><tr><td>Title:</td><td>listener perception of monopitch, naturalness, and intelligibility for speakers with parkinson's disease</td></tr><tr><td>Source:</td><td>journal of speech language and hearing research, 58(4), 1134-1144</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1044/2015_jslhr-s-14-0243	0.3942	0.3417	1	5	41	0.6902	2015	41	0.6902
65	tamura (2015)	"<table><tr><td>Authors:</td><td>tamura, yuri; kuriki, shinji; nakano, tamami</td></tr><tr><td>Title:</td><td>involvement of the left insula in the ecological validity of the human voice</td></tr><tr><td>Source:</td><td>scientific reports, 5</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1038/srep08799	-0.1422	0.5843	3	2	6	0.101	2015	6	0.101
66	ilves (2013)	"<table><tr><td>Authors:</td><td>ilves, mirja; surakka, veikko</td></tr><tr><td>Title:</td><td>subjective responses to synthesised speech with lexical emotional content: the effect of the naturalness of the synthetic voice</td></tr><tr><td>Source:</td><td>behaviour & information technology, 32(2), 117-131</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1080/0144929x.2012.702285	-0.4402	-0.0414	8	3	8	0.1404	2013	8	0.1404
67	tamagawa (2011)	"<table><tr><td>Authors:</td><td>tamagawa, rie; watson, catherine i.; kuo, i. han; macdonald, bruce a.; broadbent, elizabeth</td></tr><tr><td>Title:</td><td>the effects of synthesized voice accents on user perceptions of robots</td></tr><tr><td>Source:</td><td>international journal of social robotics, 3(3), 253-262</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1007/s12369-011-0100-4	-0.4981	-0.5588	5	5	60	0.8377	2011	60	0.8377
68	mayo (2011)	"<table><tr><td>Authors:</td><td>mayo, catherine; clark, robert a. j.; king, simon</td></tr><tr><td>Title:</td><td>listeners' weighting of acoustic cues to synthetic speech naturalness: a multidimensional scaling analysis</td></tr><tr><td>Source:</td><td>speech communication, 53(3), 311-326</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.specom.2010.10.003	-0.1651	0.2965	3	2	20	0.2792	2011	20	0.2792
69	mitchell (2011)	"<table><tr><td>Authors:</td><td>mitchell, wade j.; szerszen, kevin a., sr.; lu, amy shirong; schermerhorn, paul w.; scheutz, matthias; macdorman, karl f.</td></tr><tr><td>Title:</td><td>a mismatch in the human realism of face and voice produces an uncanny valley</td></tr><tr><td>Source:</td><td>i-perception, 2(1), 10-12</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1068/i0415	-0.665	-0.3443	5	13	126	1.7592	2011	126	1.7592
70	lee (2010)	"<table><tr><td>Authors:</td><td>lee, eun-ju</td></tr><tr><td>Title:</td><td>the more humanlike, the better? how speech type and users' cognitive style affect social responses to computers</td></tr><tr><td>Source:</td><td>computers in human behavior, 26(4), 665-672</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.chb.2010.01.003	-0.8893	-0.2482	4	2	45	1	2010	45	1
71	eadie (2008)	"<table><tr><td>Authors:</td><td>eadie, tanya l.; doyle, tphilip c.; hansen, kerry; beaudin, tpaul g.</td></tr><tr><td>Title:</td><td>influence of speaker gender on listener judgments of tracheoesophageal speech</td></tr><tr><td>Source:</td><td>journal of voice, 22(1), 43-57</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/10.1016/j.jvoice.2006.08.008	0.3435	0.4102	1	2	11	1	2008	11	1
72	gong (2007)	"<table><tr><td>Authors:</td><td>gong, li; nass, clifford</td></tr><tr><td>Title:</td><td>when a talking-face computer agent is half-human and half-humanoid: human identity and consistency preference</td></tr><tr><td>Source:</td><td>human communication research, 33(2), 163-193</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1111/j.1468-2958.2007.00295.x	-0.7515	-0.1968	4	6	75	1	2007	75	1
73	meltzner (2005)	"<table><tr><td>Authors:</td><td>meltzner, gs; hillman, re</td></tr><tr><td>Title:</td><td>impact of aberrant acoustic properties on the perception of sound quality in electrolarynx speech</td></tr><tr><td>Source:</td><td>journal of speech language and hearing research, 48(4), 766-779</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"	https://doi.org/10.1044/1092-4388(2005/053)	0.329	0.3712	1	3	40	1.7391	2005	40	1.7391
