id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
13	parmar (2022a)	"<table><tr><td>Authors:</td><td>parmar, dhaval; olafsson, stefan; utami, dina; murali, prasanth; bickmore, timothy</td></tr><tr><td>Title:</td><td>designing empathic virtual agents: manipulating animation, voice, rendering, and empathy to create persuasive agents</td></tr><tr><td>Source:</td><td>autonomous agents and multi-agent systems, 36(1)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1007/s10458-021-09539-1	0.3722	0.8767	5	2	3	0.7317	2022	3	0.7317
15	abur (2021)	"<table><tr><td>Authors:</td><td>abur, defne; subaciute, austeja; daliri, ayoub; lester-smith, rosemary a.; lupiani, ashling a.; cilento, dante; enos, nicole m.; weerathunge, hasini r.; tardif, monique c.; stepp, cara e.</td></tr><tr><td>Title:</td><td>feedback and feedforward auditory-motor processes for voice and articulation in parkinson's disease</td></tr><tr><td>Source:</td><td>journal of speech language and hearing research, 64(12), 4682-4694</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1044/2021_jslhr-21-00153	-0.8895	0.0686	1	2	9	0.566	2021	9	0.566
17	kapolowicz (2022)	"<table><tr><td>Authors:</td><td>kapolowicz, michelle r.; guest, daniel r.; montazeri, vahid; baese-berk, melissa m.; assmann, peter f.</td></tr><tr><td>Title:</td><td>effects of spectral envelope and fundamental frequency shifts on the perception of foreign-accented speech</td></tr><tr><td>Source:</td><td>language and speech, 65(2), 418-443</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1177/00238309211029679	-1.2977	-0.3353	1	2	1	0.2439	2022	1	0.2439
18	seaborn (2021)	"<table><tr><td>Authors:</td><td>seaborn, katie; miyake, norihisa p.; pennefather, peter; otake-matsuura, mihoko</td></tr><tr><td>Title:</td><td>voice in human-agent interaction: a survey</td></tr><tr><td>Source:</td><td>acm computing surveys, 54(4)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1145/3386867	0.4356	0.2786	2	8	40	2.5157	2021	40	2.5157
19	rodero (2021)	"<table><tr><td>Authors:</td><td>rodero, emma; lucas, ignacio</td></tr><tr><td>Title:</td><td>synthetic versus human voices in audiobooks: the human emotional intimacy effect</td></tr><tr><td>Source:</td><td>new media & society</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1177/14614448211024142	-0.3996	-0.1866	4	2	4	0.2516	2021	4	0.2516
20	birkholz (2021)	"<table><tr><td>Authors:</td><td>birkholz, peter; drechsel, susanne</td></tr><tr><td>Title:</td><td>effects of the piriform fossae, transvelar acoustic coupling, and laryngeal wall vibration on the naturalness of articulatory speech synthesis</td></tr><tr><td>Source:</td><td>speech communication, 132, 96-105</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.specom.2021.06.002	0.2521	-0.4822	3	1	5	0.3145	2021	5	0.3145
21	lu (2021)	"<table><tr><td>Authors:</td><td>lu, lu; zhang, pei; zhang, tingting (christina)</td></tr><tr><td>Title:</td><td>leveraging ""<i>human</i>-<i>likeness</i>"" of robotic service at restaurants</td></tr><tr><td>Source:</td><td>international journal of hospitality management, 94</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.ijhm.2020.102823	0.7769	0.4604	5	1	72	4.5283	2021	72	4.5283
22	hu (2021)	"<table><tr><td>Authors:</td><td>hu, peng; lu, yaobin; gong, yeming (yale)</td></tr><tr><td>Title:</td><td>dual humanness and trust in conversational ai: a person-centered approach</td></tr><tr><td>Source:</td><td>computers in human behavior, 119</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.chb.2021.106727	0.7873	0.4254	5	1	25	1.5723	2021	25	1.5723
23	euler (2021)	"<table><tr><td>Authors:</td><td>euler, harald a.; merkel, anna; hente, katja; neef, nicole; von gudenberg, alexander wolff; neumann, katrin</td></tr><tr><td>Title:</td><td>speech restructuring group treatment for 6-to-9-year-old children who stutter: a therapeutic trial</td></tr><tr><td>Source:</td><td>journal of communication disorders, 89</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.jcomdis.2020.106073	-1.206	-0.1338	1	1	3	0.1887	2021	3	0.1887
24	kuehne (2020)	"<table><tr><td>Authors:</td><td>kuehne, katharina; fischer, martin h.; zhou, yuefang</td></tr><tr><td>Title:</td><td>the human takes it all: humanlike synthesized voices are perceived as less eerie and more likable. evidence from a subjective ratings study</td></tr><tr><td>Source:</td><td>frontiers in neurorobotics, 14</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3389/fnbot.2020.593732	0.165	-0.0894	3	16	25	1.4803	2020	25	1.4803
25	merritt (2020)	"<table><tr><td>Authors:</td><td>merritt, brandon; bent, tessa</td></tr><tr><td>Title:</td><td>perceptual evaluation of speech naturalness in speakers of varying gender identities</td></tr><tr><td>Source:</td><td>journal of speech language and hearing research, 63(7), 2054-2069</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1044/2020_jslhr-19-00337	-1.0223	-0.18	1	6	5	0.2961	2020	5	0.2961
26	aylett (2020)	"<table><tr><td>Authors:</td><td>aylett, matthew p.; vinciarelli, alessandro; wester, mirjam</td></tr><tr><td>Title:</td><td>speech synthesis for the generation of artificial personality</td></tr><tr><td>Source:</td><td>ieee transactions on affective computing, 11(2), 361-372</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/taffc.2017.2763134	0.1192	-0.1574	3	1	14	0.8289	2020	14	0.8289
27	hardy (2020)	"<table><tr><td>Authors:</td><td>hardy, teresa l. d.; rieger, jana m.; wells, kristopher; boliek, carol a.</td></tr><tr><td>Title:</td><td>acoustic predictors of gender attribution, masculinity -femininity, and vocal naturalness ratings amongst transgender and cisgender speakers</td></tr><tr><td>Source:</td><td>journal of voice, 34(2)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.jvoice.2018.10.002	-0.8153	-0.2154	1	3	20	1.1842	2020	20	1.1842
29	klopfenstein (2020)	"<table><tr><td>Authors:</td><td>klopfenstein, marie; bernard, kelsey; heyman, claire</td></tr><tr><td>Title:</td><td>the study of speech naturalness in communication disorders: a systematic review of the literature</td></tr><tr><td>Source:</td><td>clinical linguistics & phonetics, 34(4), 327-338</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1080/02699206.2019.1652692	-1.0097	-0.012	1	8	11	0.6513	2020	11	0.6513
34	baird (2018a)	"<table><tr><td>Authors:</td><td>baird, alice; jorgensen, stina hasse; parada-cabaleiro, emilia; cummins, nicholas; hantke, simone; schuller, bjoern</td></tr><tr><td>Title:</td><td>the perception of vocal traits in synthesized voices: age, gender, and human likeness</td></tr><tr><td>Source:</td><td>journal of the audio engineering society, 66(4), 277-285</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.17743/jaes.2018.0023	0.498	-0.0001	3	8	11	2.75	2018	11	2.75
36	rodero (2017)	"<table><tr><td>Authors:</td><td>rodero, emma</td></tr><tr><td>Title:</td><td>effectiveness, attention, and recall of human and artificial voices in an advertising story. prosody influence and functions of voices</td></tr><tr><td>Source:</td><td>computers in human behavior, 77, 336-346</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.chb.2017.08.044	-0.315	-0.1179	4	4	7	0.1914	2017	7	0.1914
37	yamasaki (2017)	"<table><tr><td>Authors:</td><td>yamasaki, rosiane; montagnoli, arlindo; murano, emi z.; gebrim, eloisa; hachiya, adriana; lopes da silva, jorge vicente; behlau, mara; tsuji, domingos</td></tr><tr><td>Title:</td><td>perturbation measurements on the degree of naturalness of synthesized vowels</td></tr><tr><td>Source:</td><td>journal of voice, 31(3)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.jvoice.2016.09.020	-0.2649	0.0472	4	2	2	0.0547	2017	2	0.0547
38	birkholz (2017)	"<table><tr><td>Authors:</td><td>birkholz, peter; martin, lucia; xu, yi; scherbaum, stefan; neuschaefer-rube, christiane</td></tr><tr><td>Title:</td><td>manipulation of the prosodic features of vocal tract length, nasality and articulatory precision using articulatory synthesis</td></tr><tr><td>Source:</td><td>computer speech and language, 41, 116-127</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.csl.2016.06.004	0.2475	-0.4615	3	2	15	0.4102	2017	15	0.4102
39	kuriki (2016)	"<table><tr><td>Authors:</td><td>kuriki, shinji; tamura, yuri; igarashi, miki; kato, nobumasa; nakano, tamami</td></tr><tr><td>Title:</td><td>similar impressions of humanness for human and artificial singing voices in autism spectrum disorders</td></tr><tr><td>Source:</td><td>cognition, 153, 1-5</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.cognition.2016.04.004	-0.5366	-0.3663	4	1	12	0.2871	2016	12	0.2871
40	crumpton (2016)	"<table><tr><td>Authors:</td><td>crumpton, joe; bethel, cindy l.</td></tr><tr><td>Title:</td><td>a survey of using vocal prosody to convey emotion in robot speech</td></tr><tr><td>Source:</td><td>international journal of social robotics, 8(2), 271-285</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1007/s12369-015-0329-4	0.1987	0.3655	5	3	53	1.2679	2016	53	1.2679
41	goy (2016)	"<table><tr><td>Authors:</td><td>goy, huiwen; pichora-fuller, m. kathleen; van lieshout, pascal</td></tr><tr><td>Title:</td><td>effects of age on speech and voice quality ratings</td></tr><tr><td>Source:</td><td>journal of the acoustical society of america, 139(4), 1648-1659</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1121/1.4945094	0.218	-0.1749	3	1	19	0.4545	2016	19	0.4545
42	klopfenstein (2015)	"<table><tr><td>Authors:</td><td>klopfenstein, marie</td></tr><tr><td>Title:</td><td>relationship between acoustic measures and speech naturalness ratings in parkinson's disease: a within-speaker approach</td></tr><tr><td>Source:</td><td>clinical linguistics & phonetics, 29(12), 938-954</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.3109/02699206.2015.1081293	-1.103	-0.1958	1	2	7	0.3684	2015	7	0.3684
44	anand (2015)	"<table><tr><td>Authors:</td><td>anand, supraja; stepp, cara e.</td></tr><tr><td>Title:</td><td>listener perception of monopitch, naturalness, and intelligibility for speakers with parkinson's disease</td></tr><tr><td>Source:</td><td>journal of speech language and hearing research, 58(4), 1134-1144</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1044/2015_jslhr-s-14-0243	-0.9254	0.0253	1	5	41	2.1579	2015	41	2.1579
45	tamura (2015)	"<table><tr><td>Authors:</td><td>tamura, yuri; kuriki, shinji; nakano, tamami</td></tr><tr><td>Title:</td><td>involvement of the left insula in the ecological validity of the human voice</td></tr><tr><td>Source:</td><td>scientific reports, 5</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1038/srep08799	-0.5293	-0.3466	4	2	6	0.3158	2015	6	0.3158
46	ilves (2013)	"<table><tr><td>Authors:</td><td>ilves, mirja; surakka, veikko</td></tr><tr><td>Title:</td><td>subjective responses to synthesised speech with lexical emotional content: the effect of the naturalness of the synthetic voice</td></tr><tr><td>Source:</td><td>behaviour & information technology, 32(2), 117-131</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1080/0144929x.2012.702285	-0.0004	0.2929	2	3	8	0.1404	2013	8	0.1404
47	tamagawa (2011)	"<table><tr><td>Authors:</td><td>tamagawa, rie; watson, catherine i.; kuo, i. han; macdonald, bruce a.; broadbent, elizabeth</td></tr><tr><td>Title:</td><td>the effects of synthesized voice accents on user perceptions of robots</td></tr><tr><td>Source:</td><td>international journal of social robotics, 3(3), 253-262</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1007/s12369-011-0100-4	0.7378	0.4261	5	5	60	0.7877	2011	60	0.7877
48	mayo (2011)	"<table><tr><td>Authors:</td><td>mayo, catherine; clark, robert a. j.; king, simon</td></tr><tr><td>Title:</td><td>listeners' weighting of acoustic cues to synthetic speech naturalness: a multidimensional scaling analysis</td></tr><tr><td>Source:</td><td>speech communication, 53(3), 311-326</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.specom.2010.10.003	-0.344	-0.0937	4	2	20	0.2626	2011	20	0.2626
49	mitchell (2011)	"<table><tr><td>Authors:</td><td>mitchell, wade j.; szerszen, kevin a., sr.; lu, amy shirong; schermerhorn, paul w.; scheutz, matthias; macdorman, karl f.</td></tr><tr><td>Title:</td><td>a mismatch in the human realism of face and voice produces an uncanny valley</td></tr><tr><td>Source:</td><td>i-perception, 2(1), 10-12</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1068/i0415	0.3124	0.519	5	13	126	1.6543	2011	126	1.6543
50	lee (2010)	"<table><tr><td>Authors:</td><td>lee, eun-ju</td></tr><tr><td>Title:</td><td>the more humanlike, the better? how speech type and users' cognitive style affect social responses to computers</td></tr><tr><td>Source:</td><td>computers in human behavior, 26(4), 665-672</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1016/j.chb.2010.01.003	0.4185	0.5046	2	2	45	1	2010	45	1
51	eadie (2008)	"<table><tr><td>Authors:</td><td>eadie, tanya l.; doyle, tphilip c.; hansen, kerry; beaudin, tpaul g.</td></tr><tr><td>Title:</td><td>influence of speaker gender on listener judgments of tracheoesophageal speech</td></tr><tr><td>Source:</td><td>journal of voice, 22(1), 43-57</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/10.1016/j.jvoice.2006.08.008	-1.0002	0.097	1	2	11	1	2008	11	1
52	gong (2007)	"<table><tr><td>Authors:</td><td>gong, li; nass, clifford</td></tr><tr><td>Title:</td><td>when a talking-face computer agent is half-human and half-humanoid: human identity and consistency preference</td></tr><tr><td>Source:</td><td>human communication research, 33(2), 163-193</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1111/j.1468-2958.2007.00295.x	0.3581	0.339	2	6	75	1	2007	75	1
53	meltzner (2005)	"<table><tr><td>Authors:</td><td>meltzner, gs; hillman, re</td></tr><tr><td>Title:</td><td>impact of aberrant acoustic properties on the perception of sound quality in electrolarynx speech</td></tr><tr><td>Source:</td><td>journal of speech language and hearing research, 48(4), 766-779</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"	https://doi.org/10.1044/1092-4388(2005/053)	-0.9506	0.1023	1	3	40	1.7391	2005	40	1.7391
54	coughlin-woods (2005)	"<table><tr><td>Authors:</td><td>coughlin-woods, s; lehman, me; cooke, pa</td></tr><tr><td>Title:</td><td>ratings of speech naturalness of children ages 8-16 years</td></tr><tr><td>Source:</td><td>perceptual and motor skills, 100(2), 295-304</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"		-0.9734	-0.1387	1	5	6	0.2609	2005	6	0.2609
56	eadie (2002)	"<table><tr><td>Authors:</td><td>eadie, tl; doyle, pc</td></tr><tr><td>Title:</td><td>direct magnitude estimation and interval scaling of naturalness and severity in tracheoesophageal (te) speakers</td></tr><tr><td>Source:</td><td>journal of speech language and hearing research, 45(6), 1088-1096</td></tr><tr><td>Year:</td><td>2002</td></tr></table>"	https://doi.org/10.1044/1092-4388(2002/087)	-0.9759	-0.0619	1	5	32	2	2002	32	2
57	alku (1999)	"<table><tr><td>Authors:</td><td>alku, p; tiitinen, h; näätänen, r</td></tr><tr><td>Title:</td><td>a method for generating natural-sounding speech stimuli for cognitive brain research</td></tr><tr><td>Source:</td><td>clinical neurophysiology, 110(8), 1329-1333</td></tr><tr><td>Year:</td><td>1999</td></tr></table>"	https://doi.org/10.1016/s1388-2457(99)00088-7	0.288	-0.0411	3	2	113	1	1999	113	1
58	mackey (1997)	"<table><tr><td>Authors:</td><td>mackey, ls; finn, p; ingham, rj</td></tr><tr><td>Title:</td><td>effect of speech dialect on speech naturalness ratings: a systematic replication of martin, haroldson, and triden (1984)</td></tr><tr><td>Source:</td><td>journal of speech language and hearing research, 40(2), 349-360</td></tr><tr><td>Year:</td><td>1997</td></tr></table>"	https://doi.org/10.1044/jslhr.4002.349	-1.1895	-0.2755	1	4	20	1	1997	20	1
59	burton (1995)	"<table><tr><td>Authors:</td><td>burton, mw; blumstein, se</td></tr><tr><td>Title:</td><td>lexical effects on phonetic categorization - the role of stimulus naturalness and stimulus quality</td></tr><tr><td>Source:</td><td>journal of experimental psychology-human perception and performance, 21(5), 1230-1235</td></tr><tr><td>Year:</td><td>1995</td></tr></table>"	https://doi.org/10.1037/0096-1523.21.5.1230	-0.4303	0.1045	4	1	16	2	1995	16	2
60	yorkston (1990)	"<table><tr><td>Authors:</td><td>yorkston, km; hammen, vl; beukelman, dr; traynor, cd</td></tr><tr><td>Title:</td><td>the effect of rate control on the intelligibility and naturalness of dysarthric speech</td></tr><tr><td>Source:</td><td>journal of speech and hearing disorders, 55(3), 550-560</td></tr><tr><td>Year:</td><td>1990</td></tr></table>"	https://doi.org/10.1044/jshd.5503.550	-0.8562	0.0674	1	3	106	1	1990	106	1
61	martin (1984)	"<table><tr><td>Authors:</td><td>martin, rr; haroldson, sk; triden, ka</td></tr><tr><td>Title:</td><td>stuttering and speech naturalness</td></tr><tr><td>Source:</td><td>journal of speech and hearing disorders, 49(1), 53-58</td></tr><tr><td>Year:</td><td>1984</td></tr></table>"	https://doi.org/10.1044/jshd.4901.53	-1.1213	-0.1328	1	9	171	1	1984	171	1
62	assmann (2006)	"<table><tr><td>Authors:</td><td>assmann, peter f; dembling, sophie; nearey, terrance m</td></tr><tr><td>Title:</td><td>investigating the uncanny valley effect for prosody</td></tr><tr><td>Source:</td><td>interspeech 2006 and 9th international conference on spoken language processing, 1-5(19), 889-892</td></tr><tr><td>Year:</td><td>2006</td></tr></table>"	https://doi.org/10.21437/interspeech.2006-297	-1.3185	-0.3466	1	1	0	1	2006	0	1
63	baird (2017)	"<table><tr><td>Authors:</td><td>baird, alice; joergensen, stina hasse; parada-cabaleiro, emilia; hantke, simone; cummins, nicholas; schuller, bjoern</td></tr><tr><td>Title:</td><td>perception of paralinguistic traits in synthesized voices</td></tr><tr><td>Source:</td><td>proceedings of am ’17, london, united kingdom, 999(12), 23-26</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1145/3123514.3123528	0.4459	0.1002	3	3	0	0	2017	0	0
64	baird (2018b)	"<table><tr><td>Authors:</td><td>baird, alice; parada-cabaleiro, emilia; hantke, simone; burkhardt, felix; cummins, nicholas; schuller, bjoern</td></tr><tr><td>Title:</td><td>the perception and analysis of the likeability and human likeness of synthesized speech</td></tr><tr><td>Source:</td><td>interspeech 2018, 2863-2867</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.21437/interspeech.2018-1093	0.196	0.1058	3	12	0	0	2018	0	0
65	cabral (2017)	"<table><tr><td>Authors:</td><td>cabral, joão paulo; cowan, benjamin r; zibrek, katja; mcdonnell, rachel</td></tr><tr><td>Title:</td><td>the influence of synthetic voice on the evaluation of a virtual character</td></tr><tr><td>Source:</td><td>interspeech 2017, 999(2308-457x), 229-233</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.21437/interspeech.2017-325	0.4019	0.4077	2	9	0	0	2017	0	0
66	diel (2023)	"<table><tr><td>Authors:</td><td>diel, alexander; lewis, michael</td></tr><tr><td>Title:</td><td>the vocal uncanny valley: deviation from typical organic voices best explains uncanniness.</td></tr><tr><td>Source:</td><td>research square, 1-23</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.21203/rs.3.rs-2784067/v1	0.3171	0.0827	3	5	0	0	2023	0	0
67	ehret (2021)	"<table><tr><td>Authors:</td><td>ehret, jonathan; bönsch, andrea; aspöck, lukas; röhr, christine t; baumann, stefan; grice, martine; fels, janina; kuhlen, thorsten w</td></tr><tr><td>Title:</td><td>do prosody and embodiment influence the perceived naturalness of conversational agents’ speech?</td></tr><tr><td>Source:</td><td>acm trans. appl. percept., 18(4), 1-15</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1145/3486580	0.3695	0.2373	2	3	0	0	2021	0	0
68	eyssel (2012)	"<table><tr><td>Authors:</td><td>eyssel, friederike; kuchenbrandt, dieta; bobinger, simon; de ruiter, laura; hegel, frank</td></tr><tr><td>Title:</td><td>'if you sound like me, you must be more human’: on the interplay of robot and user features on human-robot acceptance and anthropomorphism</td></tr><tr><td>Source:</td><td>hri '12: proceedings of the seventh annual acm/ieee international conference on human-robot interaction, 7, 125-126</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1145/2157689.2157717	0.5199	0.1927	2	1	0	1	2012	0	1
69	ferstl (2021)	"<table><tr><td>Authors:</td><td>ferstl, ylva; thomas, sean; guiard, cédric; ennis, cathy; mcdonnell, rachel</td></tr><tr><td>Title:</td><td>human or robot?: investigating voice, appearance and gesture motion realism of conversational social agents</td></tr><tr><td>Source:</td><td>iva '21: proceedings of the 21st acm international conference on intelligent virtual agents, 21, 76-83</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1145/3472306.3478338	0.2708	0.2768	2	4	0	0	2021	0	0
71	klopfenstein (2016)	"<table><tr><td>Authors:</td><td>klopfenstein, marie</td></tr><tr><td>Title:</td><td>speech naturalness ratings and perceptual correlates of highly natural and unnatural speech in hypokinetic dysarthria secondary to parkinson’s disease</td></tr><tr><td>Source:</td><td>journal of interactional research in communication disorders, 7(1), 123-146</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1558/jircd.v7i1.27932	-1.1294	-0.043	1	2	0	0	2016	0	0
73	mcginn (2019)	"<table><tr><td>Authors:</td><td>mcginn, conor; torre, ilaria</td></tr><tr><td>Title:</td><td>can you tell the robot by the voice? an exploratory study on the role of voice in the perception of robots</td></tr><tr><td>Source:</td><td>14th acm/ieee international conference on human-robot interaction (hri), 14, 211-221</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/hri.2019.8673279	0.6552	0.4899	5	2	0	0	2019	0	0
74	nusbaum (1995)	"<table><tr><td>Authors:</td><td>nusbaum, howard c; francis, alexander l; henly, anne s</td></tr><tr><td>Title:</td><td>measuring the naturalness of synthetic speech</td></tr><tr><td>Source:</td><td>international journal of speech technology,, 1, 7-19</td></tr><tr><td>Year:</td><td>1995</td></tr></table>"	https://doi.org/10.1007/bf02277176	-0.2263	0.0307	4	4	0	0	1995	0	0
